episode_type,episode_index,disturber_index,step_index,action,reward,penalty,total_discounted_reward
warmup,1,14,0,2,10000.007680416107,0.007680416107177734,10000.007680416107
warmup,2,9,0,6,1.0059359073638916,0.0059359073638916016,1.0059359073638916
warmup,2,9,1,6,0.008618831634521484,0.008618831634521484,1.0128309726715088
warmup,2,9,2,6,0.0059375762939453125,0.0059375762939453125,1.0166310214996337
warmup,2,9,3,2,0.008697748184204102,0.008697748184204102,1.0210842685699462
warmup,2,9,4,8,0.005981922149658203,0.005981922149658203,1.0235344638824462
warmup,2,9,5,7,0.008248090744018555,0.008248090744018555,1.026237198257446
warmup,2,9,6,4,0.007265567779541016,0.007265567779541016,1.0281418232574462
warmup,2,9,7,7,0.006706953048706055,0.006706953048706055,1.0295483732574462
warmup,2,9,8,6,0.007638454437255859,0.007638454437255859,1.0308298932574462
warmup,2,9,9,8,0.00429987907409668,0.00429987907409668,1.0314070132574462
warmup,2,9,10,4,0.006045341491699219,0.006045341491699219,1.0320561268574462
warmup,2,9,11,3,9999.00796699524,0.007966995239257812,859.940300340618
warmup,3,5,0,8,0.0005929470062255859,0.0005929470062255859,0.0005929470062255859
warmup,3,5,1,2,6974.010568141937,0.01056814193725586,5579.209047460557
warmup,3,5,2,5,0.006171703338623047,0.006171703338623047,5579.2129973506935
warmup,3,5,3,7,0.005633831024169922,0.005633831024169922,5579.215881872178
warmup,3,5,4,0,-41851.98234081268,-43099.98234081268,-11563.356084924699
warmup,3,5,5,5,0.005011796951293945,0.005011796951293945,-11563.354442659074
warmup,3,5,6,4,0.006730318069458008,0.006730318069458008,-11563.352678346575
warmup,3,5,7,7,0.004650115966796875,0.004650115966796875,-11563.351703146574
warmup,3,5,8,0,0.0060193538665771484,0.0060193538665771484,-11563.350693266575
warmup,3,5,9,7,0.003868579864501953,0.003868579864501953,-11563.350174034575
warmup,3,5,10,5,0.004797220230102539,0.004797220230102539,-11563.349658936975
warmup,3,5,11,0,0.005795478820800781,0.005795478820800781,-11563.349161109136
warmup,3,5,12,2,0.0059051513671875,0.0059051513671875,-11563.348755310224
warmup,3,5,13,4,0.0057141780853271484,0.0057141780853271484,-11563.348441169961
warmup,3,5,14,8,0.0035898685455322266,0.0035898685455322266,-11563.348283285874
warmup,3,5,15,7,0.006104707717895508,0.006104707717895508,-11563.348068495565
warmup,3,5,16,7,0.005445718765258789,0.005445718765258789,-11563.347915212209
warmup,3,5,17,1,0.00477290153503418,0.00477290153503418,-11563.347807736021
warmup,3,5,18,8,0.004975080490112305,0.004975080490112305,-11563.347718112938
warmup,3,5,19,8,0.005271434783935547,0.005271434783935547,-11563.347642143557
warmup,4,6,0,3,7031.005029439926,0.005029439926147461,7031.005029439926
warmup,4,6,1,5,10.005367279052734,0.005367279052734375,7039.009323263168
warmup,4,6,2,8,0.003991365432739258,0.003991365432739258,7039.011877737045
warmup,4,6,3,5,0.0055713653564453125,0.0055713653564453125,7039.014730276108
warmup,4,6,4,0,-36804.9904088974,-37999.9904088974,-8036.30934120827
warmup,4,6,5,7,0.0036547183990478516,0.0036547183990478516,-8036.3081436301445
warmup,4,6,6,0,0.006284236907958984,0.006284236907958984,-8036.306496255144
warmup,4,6,7,6,0.00560307502746582,0.00560307502746582,-8036.3053212051445
warmup,4,6,8,1,1332.0064718723297,0.006471872329711914,-7812.831718285144
warmup,4,6,9,4,0.0032110214233398438,0.0032110214233398438,-7812.8312873091445
warmup,4,6,10,8,40.91341042518616,0.9134104251861572,-7808.438243315544
warmup,4,6,11,6,0.00570988655090332,0.00570988655090332,-7808.437752840025
warmup,4,6,12,5,0.006021976470947266,0.006021976470947266,-7808.437339012952
warmup,4,6,13,7,0.6932930946350098,0.6932930946350098,-7808.399224822002
warmup,4,6,14,6,0.004354715347290039,0.004354715347290039,-7808.399033299595
warmup,4,6,15,6,0.006503105163574219,0.006503105163574219,-7808.398804491923
warmup,4,6,16,7,0.9454202651977539,0.9454202651977539,-7808.3721932772105
warmup,4,6,17,4,0.0046672821044921875,0.0046672821044921875,-7808.372088179361
warmup,4,6,18,2,3.0051233768463135,0.0051233768463134766,-7808.31795268928
warmup,4,6,19,2,0.003411531448364258,0.003411531448364258,-7808.31790352393
warmup,5,2,0,0,-550479.9962203503,-555499.9962203503,-550479.9962203503
warmup,5,2,1,4,0.00628352165222168,0.00628352165222168,-550479.991193533
warmup,5,2,2,6,0.008205652236938477,0.008205652236938477,-550479.9859419155
warmup,5,2,3,7,0.003297090530395508,0.003297090530395508,-550479.9842538051
warmup,5,2,4,6,0.0043566226959228516,0.0043566226959228516,-550479.9824693325
warmup,5,2,5,8,0.003716707229614258,0.003716707229614258,-550479.9812514419
warmup,5,2,6,4,0.0037212371826171875,0.0037212371826171875,-550479.9802759419
warmup,5,2,7,7,0.0069637298583984375,0.0069637298583984375,-550479.978815542
warmup,5,2,8,4,0.008528947830200195,0.008528947830200195,-550479.977384622
