episode_type,episode_index,disturber_index,step_index,action,reward,penalty,total_discounted_reward
warmup,1,8,0,0,-121810.99747681618,-122899.99747681618,-121810.99747681618
warmup,1,8,1,7,0.003274202346801758,0.003274202346801758,-121810.9948574543
warmup,1,8,2,7,0.0026285648345947266,0.0026285648345947266,-121810.9931751728
warmup,1,8,3,0,0.004994630813598633,0.004994630813598633,-121810.99061792182
warmup,1,8,4,1,6034.004388093948,0.004388093948364258,-119339.46242055854
warmup,1,8,5,5,0.0030531883239746094,0.0030531883239746094,-119339.46142008979
warmup,1,8,6,3,0.0028543472290039062,0.0028543472290039062,-119339.4606718398
warmup,1,8,7,7,0.0024237632751464844,0.0024237632751464844,-119339.4601635398
warmup,1,8,8,0,0.00284576416015625,0.00284576416015625,-119339.4596860998
warmup,1,8,9,8,0.0022284984588623047,0.0022284984588623047,-119339.4593869958
warmup,1,8,10,2,835.0024678707123,0.0024678707122802734,-119249.8016797062
warmup,1,8,11,6,0.0027093887329101562,0.0027093887329101562,-119249.80144697148
warmup,1,8,12,5,0.003107309341430664,0.003107309341430664,-119249.80123343882
warmup,1,8,13,7,0.002233266830444336,0.002233266830444336,-119249.80111066367
warmup,1,8,14,0,0.002188444137573242,0.002188444137573242,-119249.80101441487
warmup,1,8,15,7,0.0025777816772460938,0.0025777816772460938,-119249.80092371724
warmup,1,8,16,2,0.002323150634765625,0.002323150634765625,-119249.80085832636
warmup,1,8,17,2,0.002419710159301758,0.002419710159301758,-119249.80080383933
warmup,1,8,18,2,0.002155780792236328,0.002155780792236328,-119249.80076500424
warmup,1,8,19,5,0.004433870315551758,0.004433870315551758,-119249.80070110544
warmup,2,5,0,8,0.0004687309265136719,0.0004687309265136719,0.0004687309265136719
warmup,2,5,1,7,0.002897977828979492,0.002897977828979492,0.0027871131896972656
warmup,2,5,2,7,0.0032296180725097656,0.0032296180725097656,0.004854068756103516
warmup,2,5,3,4,2.011474132537842,0.011474132537841797,1.0347288246154789
warmup,2,5,4,4,0.003923654556274414,0.003923654556274414,1.036335953521729
warmup,2,5,5,8,0.0020766258239746094,0.0020766258239746094,1.0370164222717289
warmup,2,5,6,0,-445353.9959640503,-449499.9959640503,-116745.84090157777
warmup,2,5,7,3,0.003572225570678711,0.003572225570678711,-116745.84015242777
warmup,2,5,8,6,0.003000020980834961,0.003000020980834961,-116745.83964910777
warmup,2,5,9,5,0.003278970718383789,0.003278970718383789,-116745.83920901177
warmup,2,5,10,1,0.002973318099975586,0.002973318099975586,-116745.83888975417
warmup,2,5,11,2,2544.0036132335663,0.0036132335662841797,-116527.31064335929
warmup,2,5,12,0,0.0026810169219970703,0.0026810169219970703,-116527.31045912122
warmup,2,5,13,7,0.002790212631225586,0.002790212631225586,-116527.31030572766
warmup,2,5,14,3,0.003049135208129883,0.003049135208129883,-116527.31017162527
warmup,2,5,15,0,0.003351926803588867,0.003351926803588867,-116527.31005368983
warmup,2,5,16,0,0.002316713333129883,0.002316713333129883,-116527.30998848015
warmup,2,5,17,2,0.002270221710205078,0.002270221710205078,-116527.3099373593
warmup,2,5,18,1,0.0025360584259033203,0.0025360584259033203,-116527.30989167374
warmup,2,5,19,7,0.0023300647735595703,0.0023300647735595703,-116527.30985809397
warmup,3,7,0,6,825.0019841194153,0.001984119415283203,825.0019841194153
warmup,3,7,1,5,3917.0080137252808,0.008013725280761719,3958.60839509964
warmup,3,7,2,2,1255.0036849975586,0.00368499755859375,4761.810753498077
warmup,3,7,3,0,-144012.9963312149,-147199.9963312149,-68972.84336808397
warmup,3,7,4,6,0.0032050609588623047,0.0032050609588623047,-68972.842055291
warmup,3,7,5,8,0.0036020278930664062,0.0036020278930664062,-68972.8408749785
warmup,3,7,6,1,85.00275564193726,0.0027556419372558594,-68950.5579126035
warmup,3,7,7,7,0.002325773239135742,0.002325773239135742,-68950.5574248535
warmup,3,7,8,3,0.0024814605712890625,0.0024814605712890625,-68950.55700853349
warmup,3,7,9,6,0.00295257568359375,0.00295257568359375,-68950.55661224549
warmup,3,7,10,1,0.0018944740295410156,0.0018944740295410156,-68950.55640882789
warmup,3,7,11,8,0.0027170181274414062,0.0027170181274414062,-68950.55617543781
warmup,3,7,12,2,0.0030488967895507812,0.0030488967895507812,-68950.55596591922
warmup,3,7,13,7,0.0023069381713867188,0.0023069381713867188,-68950.55583909396
warmup,3,7,14,8,0.002195119857788086,0.002195119857788086,-68950.55574255156
warmup,3,7,15,4,0.0025072097778320312,0.0025072097778320312,-68950.55565433696
warmup,3,7,16,4,0.002414226531982422,0.002414226531982422,-68950.55558638253
warmup,3,7,17,2,0.0023932456970214844,0.0023932456970214844,-68950.55553249143
warmup,3,7,18,2,0.0025300979614257812,0.0025300979614257812,-68950.55548691323
warmup,3,7,19,0,0.002594470977783203,0.002594470977783203,-68950.55544952296
warmup,4,2,0,7,0.0004703998565673828,0.0004703998565673828,0.0004703998565673828
warmup,4,2,1,3,3604.004397392273,0.004397392272949219,2883.203988313675
warmup,4,2,2,1,3700.003609895706,0.003609895706176758,5251.206298646927
warmup,4,2,3,8,0.003472566604614258,0.003472566604614258,5251.208076601029
warmup,4,2,4,7,0.002379179000854492,0.002379179000854492,5251.209051112747
warmup,4,2,5,5,0.003942966461181641,0.003942966461181641,5251.210343143997
warmup,4,2,6,1,0.0029611587524414062,0.0029611587524414062,5251.211119393997
warmup,4,2,7,7,0.002232074737548828,0.002232074737548828,5251.211587493997
warmup,4,2,8,8,0.002353668212890625,0.002353668212890625,5251.211982373998
warmup,4,2,9,7,0.002325296401977539,0.002325296401977539,5251.212294469998
warmup,4,2,10,2,0.0034074783325195312,0.0034074783325195312,5251.212660345198
warmup,4,2,11,1,0.0029401779174804688,0.0029401779174804688,5251.212912904558
warmup,4,2,12,1,0.003227710723876953,0.003227710723876953,5251.21313471115
warmup,4,2,13,7,0.002380847930908203,0.002380847930908203,5251.213265599649
warmup,4,2,14,5,0.003519773483276367,0.003519773483276367,5251.213420400924
warmup,4,2,15,2,0.004036664962768555,0.004036664962768555,5251.2135624284465
warmup,4,2,16,0,-41750.99616456032,-43099.99616456032,4076.0274951218153
warmup,4,2,17,5,0.002528667449951172,0.002528667449951172,4076.027552062344
warmup,4,2,18,8,0.0026810169219970703,0.0026810169219970703,4076.027600359251
warmup,4,2,19,3,0.0033736228942871094,0.0033736228942871094,4076.027648978281
warmup,5,10,0,0,-1083199.9967827797,-1093199.9967827797,-1083199.9967827797
warmup,6,7,0,6,813.0020711421967,0.0020711421966552734,813.0020711421967
warmup,6,7,1,7,0.0049724578857421875,0.0049724578857421875,813.0060491085053
warmup,6,7,2,5,3961.0050501823425,0.005050182342529297,3348.049281225205
warmup,6,7,3,5,0.0034019947052001953,0.0034019947052001953,3348.0510230464943
warmup,6,7,4,6,0.00439453125,0.00439453125,3348.0528230464943
warmup,6,7,5,7,0.0022504329681396484,0.0022504329681396484,3348.053560468369
warmup,6,7,6,1,864.0037500858307,0.0037500858306884766,3574.546959530869
warmup,6,7,7,7,0.002989530563354492,0.002989530563354492,3574.547586480869
warmup,6,7,8,3,0.003448963165283203,0.003448963165283203,3574.5481651208693
warmup,6,7,9,1,0.0029540061950683594,0.0029540061950683594,3574.548561600869
warmup,6,7,10,6,0.0032606124877929688,0.0032606124877929688,3574.548911706469
warmup,6,7,11,4,0.002911090850830078,0.002911090850830078,3574.549161767269
warmup,6,7,12,5,0.0032351016998291016,0.0032351016998291016,3574.5493840817653
warmup,6,7,13,0,-120945.99647593498,-123599.99647593498,-3074.5270888305204
warmup,6,7,14,8,0.0023381710052490234,0.0023381710052490234,-3074.526985996672
warmup,6,7,15,1,0.0027527809143066406,0.0027527809143066406,-3074.526889141804
warmup,6,7,16,0,0.0026047229766845703,0.0026047229766845703,-3074.5268158253702
warmup,6,7,17,4,0.0024423599243164062,0.0024423599243164062,-3074.526760828314
warmup,6,7,18,4,0.002202272415161133,0.002202272415161133,-3074.526721155701
warmup,6,7,19,4,0.0025300979614257812,0.0025300979614257812,-3074.5266846931468
warmup,7,10,0,2,10000.002148389816,0.0021483898162841797,10000.002148389816
warmup,8,7,0,1,1553.001781463623,-199.99821853637695,1553.001781463623
warmup,8,7,1,2,4884.006009340286,0.006009340286254883,5460.206588935853
warmup,8,7,2,0,-101314.99627184868,-103999.99627184868,-59381.39102504731
warmup,8,7,3,1,0.0033359527587890625,0.0033359527587890625,-59381.3893170395
warmup,8,7,4,6,0.002886056900024414,0.002886056900024414,-59381.388134910594
warmup,8,7,5,3,0.0025620460510253906,0.0025620460510253906,-59381.38729537935
warmup,8,7,6,0,0.003441333770751953,0.003441333770751953,-59381.386393254346
warmup,8,7,7,8,0.0024247169494628906,0.0024247169494628906,-59381.385884754345
warmup,8,7,8,8,0.0022592544555664062,0.0022592544555664062,-59381.385505714345
warmup,8,7,9,5,0.003118753433227539,0.003118753433227539,-59381.38508712235
warmup,8,7,10,3,0.0023810863494873047,0.0023810863494873047,-59381.38483145515
warmup,8,7,11,6,0.0026874542236328125,0.0026874542236328125,-59381.38460060459
warmup,8,7,12,8,0.0021975040435791016,0.0021975040435791016,-59381.384449593264
warmup,8,7,13,0,0.0028803348541259766,0.0028803348541259766,-59381.38429124518
warmup,8,7,14,7,0.004032611846923828,0.004032611846923828,-59381.384113889035
warmup,8,7,15,5,0.0027618408203125,0.0027618408203125,-59381.3840167154
warmup,8,7,16,1,0.0028700828552246094,0.0028700828552246094,-59381.38393592975
warmup,8,7,17,5,0.0028760433197021484,0.0028760433197021484,-59381.38387116701
warmup,8,7,18,6,0.0028679370880126953,0.0028679370880126953,-59381.38381950285
