episode_type,episode_index,disturber_index,step_index,action,reward,penalty,total_discounted_reward
warmup,1,6,0,8,0.007642984390258789,0.007642984390258789,0.007642984390258789
warmup,1,6,1,0,-901869.9858176708,-910099.9858176708,-721495.9810111523
warmup,1,6,2,4,10.007238388061523,0.0072383880615234375,-721489.5763785839
warmup,1,6,3,5,0.006155967712402344,0.006155967712402344,-721489.5732267285
warmup,1,6,4,0,0.004447221755981445,0.004447221755981445,-721489.5714051464
warmup,1,6,5,5,0.004515171051025391,0.004515171051025391,-721489.5699256151
warmup,1,6,6,4,0.009158611297607422,0.009158611297607422,-721489.5675247401
warmup,1,6,7,1,587.0037143230438,0.003714323043823242,-721366.4639233901
warmup,1,6,8,0,0.004382610321044922,0.004382610321044922,-721366.4631881102
warmup,1,6,9,1,0.006842136383056641,0.006842136383056641,-721366.4622697742
warmup,1,6,10,8,0.0030722618103027344,0.0030722618103027344,-721366.4619398926
warmup,1,6,11,7,0.006306886672973633,0.006306886672973633,-721366.4613981352
warmup,1,6,12,1,0.01207733154296875,0.01207733154296875,-721366.4605681873
warmup,1,6,13,4,0.006486177444458008,0.006486177444458008,-721366.4602116059
warmup,1,6,14,2,1.0063903331756592,0.00639033317565918,-721366.415950091
warmup,1,6,15,0,0.006346702575683594,0.006346702575683594,-721366.4157267862
warmup,1,6,16,2,0.010199308395385742,0.010199308395385742,-721366.4154397013
warmup,1,6,17,8,0.004999399185180664,0.004999399185180664,-721366.4153271249
warmup,1,6,18,3,0.006487607955932617,0.006487607955932617,-721366.4152102545
warmup,1,6,19,0,0.011740922927856445,0.011740922927856445,-721366.41504105
warmup,2,1,0,2,5081.004787683487,0.0047876834869384766,5081.004787683487
warmup,2,1,1,8,0.0068378448486328125,0.0068378448486328125,5081.010257959366
warmup,2,1,2,3,1819.0098123550415,0.009812355041503906,6245.176537866592
warmup,2,1,3,5,0.005157947540283203,0.005157947540283203,6245.179178735733
warmup,2,1,4,0,-20346.99041557312,-20999.99041557312,-2088.9480954830187
warmup,2,1,5,6,0.008182764053344727,0.008182764053344727,-2088.9454141548936
warmup,2,1,6,8,0.0030291080474853516,0.0030291080474853516,-2088.9446200923935
warmup,2,1,7,0,0.006635427474975586,0.006635427474975586,-2088.9432285423936
warmup,2,1,8,8,0.005697488784790039,0.005697488784790039,-2088.9422726623934
warmup,2,1,9,5,0.006453752517700195,0.006453752517700195,-2088.9414064543935
warmup,2,1,10,1,1693.0074021816254,0.007402181625366211,-1907.1561208479934
warmup,2,1,11,8,0.0038118362426757812,0.0038118362426757812,-1907.1557934137534
warmup,2,1,12,8,0.004483222961425781,0.004483222961425781,-1907.1554853290174
warmup,2,1,13,8,0.0053980350494384766,0.0053980350494384766,-1907.1551885689023
warmup,2,1,14,3,0.008957624435424805,0.008957624435424805,-1907.1547946084133
warmup,2,1,15,6,0.004397153854370117,0.004397153854370117,-1907.154639897316
warmup,2,1,16,0,0.009027957916259766,0.009027957916259766,-1907.1543857828915
warmup,2,1,17,3,0.008237361907958984,0.008237361907958984,-1907.1542002939914
warmup,2,1,18,8,0.011125564575195312,0.011125564575195312,-1907.1539998736375
warmup,2,1,19,8,0.0032172203063964844,0.0032172203063964844,-1907.1539535086065
warmup,3,9,0,5,4.003906488418579,0.0039064884185791016,4.003906488418579
warmup,3,9,1,7,0.005285024642944336,0.005285024642944336,4.008134508132935
warmup,3,9,2,8,0.011205434799194336,0.011205434799194336,4.015305986404419
